City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,kenai,60.5544,-151.2583,26.15,93,20,0.0,US,1712414046
364,namibe,-15.1961,12.1522,77.88,71,100,10.27,AO,1712414047
365,swift current,50.2834,-107.8014,36.41,100,100,11.5,CA,1712414048
366,filey,54.21,-0.2892,66.06,62,99,11.99,GB,1712414049
367,lucapa,-8.4192,20.7447,79.79,75,92,2.86,AO,1712414051
368,tongliao,43.6125,122.2653,49.59,35,0,5.46,CN,1712414052
369,faya-largeau,17.9257,19.1043,102.31,6,12,18.01,TD,1712414054
370,cabedelo,-6.9811,-34.8339,90.27,66,49,11.43,BR,1712414055
371,tamandare,-8.7597,-35.1047,86.94,62,25,8.01,BR,1712414056
372,nagqu,31.5,92.0,35.73,18,100,8.12,CN,1712414058
373,marka,1.7159,44.7717,85.23,70,100,12.84,SO,1712414059
374,kodinsk,58.6881,99.1844,31.44,98,100,3.87,RU,1712414060
375,nanzhang chengguanzhen,31.7839,111.8275,54.46,81,81,4.54,CN,1712414061
376,goz beida,13.95,20.55,108.43,28,81,9.24,TD,1712414063
377,aykhal,66.0,111.5,-9.04,93,17,9.86,RU,1712413998
378,tamanrasset,22.785,5.5228,87.71,7,0,17.27,DZ,1712414065
379,nadi,-17.8,177.4167,77.0,83,20,10.36,FJ,1712413902
380,rio tuba,8.5061,117.4317,81.72,76,44,5.91,PH,1712414068
381,mejit,10.2753,170.8646,80.44,77,99,20.94,MH,1712414069
382,ha'il,27.5219,41.6907,86.02,25,75,11.5,SA,1712414071
383,lompoc,34.6391,-120.4579,43.92,83,20,8.01,US,1712413868
384,rio gallegos,-51.6226,-69.2181,46.45,71,20,18.41,AR,1712414046
385,mil'kovo,55.6078,37.7956,48.69,83,87,5.82,RU,1712414075
386,batangafo,7.3008,18.2833,81.79,62,100,5.01,CF,1712414076
387,yoloten,37.2989,62.3597,69.37,25,41,11.14,TM,1712413827
388,envira,-7.3,-70.2167,80.46,84,99,1.92,BR,1712414079
389,udachny,66.4167,112.4,-7.55,91,17,7.36,RU,1712414080
390,vanimo,-2.6741,141.3028,79.18,89,89,3.85,PG,1712414081
391,ballinasloe,53.3275,-8.2194,54.07,73,91,22.57,IE,1712414046
392,benghazi,32.1167,20.0667,66.88,60,14,16.24,LY,1712414084
393,tawau,4.2498,117.8871,78.93,81,80,4.38,MY,1712414085
394,hell-ville,-13.4,48.2667,89.47,75,40,4.61,MG,1712414086
395,panjab,34.388,67.0233,27.79,76,29,2.91,AF,1712414088
396,midelt,32.6852,-4.7451,76.01,14,100,15.61,MA,1712414089
397,bad gandersheim,51.8667,10.0333,77.32,48,90,14.18,DE,1712414090
398,pundong,-7.9522,110.3486,78.39,84,100,3.15,ID,1712414093
399,jayapura,-2.5333,140.7,74.59,89,96,2.77,ID,1712414094
400,toliara,-23.35,43.6667,79.97,70,15,13.15,MG,1712414096
401,ancud,-41.8697,-73.8203,55.35,92,100,16.87,CL,1712413897
402,siping,43.1633,124.3686,49.96,40,16,4.63,CN,1712414098
403,tual,-5.6667,132.75,83.59,77,100,6.17,ID,1712414099
404,porto novo,6.4965,2.6036,91.22,57,81,11.21,BJ,1712413807
405,biltine,14.5333,20.9167,102.96,11,46,1.92,TD,1712414103
406,marquette,46.5333,-87.6335,40.35,59,16,1.99,US,1712414104
407,geraldton,-28.7667,114.6,64.81,94,86,0.0,AU,1712413829
408,rio grande,-32.035,-52.0986,77.11,54,0,13.96,BR,1712414107
409,es castell,39.8795,4.2854,75.88,50,0,12.66,ES,1712414108
410,lospalos,-8.5186,127.0025,73.8,95,100,0.47,TL,1712414110
411,yemetsk,63.4721,41.7941,30.31,96,100,12.35,RU,1712414111
412,tralee,52.2704,-9.7026,55.65,62,75,32.21,IE,1712414113
413,el kseur,36.6794,4.8555,76.05,44,0,6.91,DZ,1712414114
414,luanda,-8.8368,13.2343,82.08,76,83,15.05,AO,1712413921
415,klaksvik,62.2266,-6.589,36.52,99,100,47.02,FO,1712414117
416,tocache,-8.1842,-76.5125,81.48,73,99,1.48,PE,1712414118
417,medyn',54.9692,35.8586,43.75,78,100,7.0,RU,1712414119
418,mbandaka,0.0487,18.2603,75.09,92,100,4.21,CD,1712414121
419,lovington,32.944,-103.3485,61.03,34,0,11.01,US,1712414122
420,cortina d'ampezzo,46.5384,12.1377,72.16,52,2,1.7,IT,1712414123
421,magadan,59.5667,150.8,18.54,94,79,4.45,RU,1712414124
422,bam,29.106,58.357,81.1,10,0,10.04,IR,1712414126
423,valparaiso,-33.0393,-71.6273,68.14,62,0,4.61,CL,1712413835
424,myitkyina,25.3833,97.4,77.45,50,24,2.98,MM,1712414128
425,songea,-10.6833,35.65,78.15,69,75,8.05,TZ,1712414129
426,chipata,-13.6333,32.65,74.77,82,100,3.56,ZM,1712414131
427,tindouf,27.6711,-8.1474,95.45,9,58,9.22,DZ,1712414132
428,mugia,43.1041,-9.2179,61.92,85,99,21.03,ES,1712414133
429,mata-utu,-13.2816,-176.1745,83.68,76,100,9.06,WF,1712414134
430,xique xique,-10.8217,-42.7311,88.23,54,56,4.54,BR,1712414135
431,revda,56.801,59.9303,27.32,54,44,9.22,RU,1712414136
432,zhangjiakou,40.81,114.8794,54.99,34,0,4.59,CN,1712414137
433,lashio,22.9333,97.75,77.09,33,0,1.5,MM,1712414138
434,tura,25.5198,90.2201,79.68,29,68,3.96,IN,1712414139
435,thunder bay,48.4001,-89.3168,37.38,64,0,1.14,CA,1712414103
436,hastings,50.8552,0.5729,65.19,83,100,20.15,GB,1712413994
437,yuzhno-kurilsk,44.0306,145.8556,36.37,88,6,10.56,RU,1712414144
438,isabela,6.7085,121.9711,81.99,80,78,3.85,PH,1712414146
439,sussex,41.1834,-74.6663,46.08,60,75,14.97,US,1712414079
440,le vauclin,14.5452,-60.8388,84.25,79,75,18.41,MQ,1712414148
441,manokwari,-0.8667,134.0833,80.06,82,87,3.31,ID,1712414149
442,ghanzi,-21.5667,21.7833,85.21,33,95,6.6,BW,1712414150
443,burang,30.25,81.1667,13.75,79,17,4.7,CN,1712414151
444,guaduas,5.0669,-74.595,79.12,66,86,3.42,CO,1712414152
445,kyzyl-suu,42.3414,78.0056,46.89,61,100,4.97,KG,1712414153
446,vila franca do campo,37.7167,-25.4333,64.89,99,79,14.03,PT,1712414155
447,viedma,-40.8135,-62.9967,82.09,25,0,21.68,AR,1712413940
448,motygino,58.1831,94.7592,32.79,100,100,1.99,RU,1712414157
449,dadukou,26.5479,101.7054,75.04,29,24,7.96,CN,1712414158
450,brak,27.5496,14.2714,87.64,9,0,13.15,LY,1712414159
451,puerto lleras,3.0223,-73.4044,76.89,93,91,1.81,CO,1712414161
452,derebucak,37.3918,31.5092,51.1,52,48,14.36,TR,1712414162
453,kalmunai,7.4167,81.8167,82.38,76,92,7.63,LK,1712414163
454,ornskoldsvik,63.2909,18.7153,32.95,74,100,9.22,SE,1712414165
455,la gi,10.6667,107.7833,79.99,82,23,10.02,VN,1712413998
456,egilsstadir,65.2653,-14.3948,30.11,69,100,16.11,IS,1712414167
457,asyqata,40.8994,68.3611,56.84,74,27,10.09,KZ,1712414168
458,ust'-ilimsk,58.0006,102.6619,25.45,73,95,3.0,RU,1712414169
459,nizhniy ingash,56.2,96.53,34.81,98,76,1.92,RU,1712414171
460,katsuura,35.1333,140.3,57.22,97,100,6.73,JP,1712414172
461,port-gentil,-0.7193,8.7815,81.55,81,100,13.15,GA,1712414173
462,drayton valley,53.2168,-114.9854,31.53,85,100,3.04,CA,1712414106
463,vernon,50.2581,-119.2691,42.75,87,99,0.0,CA,1712414176
464,kayar,14.9192,-17.1211,81.55,54,44,12.88,SN,1712414177
465,nishinoomote,30.7333,131.0,66.13,92,100,18.01,JP,1712414179
466,kupang,-10.1667,123.5833,81.18,94,93,2.3,ID,1712414180
467,kayangel,8.0823,134.7173,83.17,72,49,19.08,PW,1712414181
468,acapulco de juarez,16.8634,-99.8901,76.82,65,0,4.61,MX,1712414183
469,gunjur,13.2019,-16.7339,86.07,48,0,9.22,GM,1712414184
470,concordia,-31.393,-58.0209,71.78,63,0,11.5,AR,1712414178
471,danville,36.586,-79.395,51.3,48,40,12.66,US,1712413916
472,mwinilunga,-11.7358,24.4293,72.55,85,100,3.44,ZM,1712414188
473,jiayuguan,39.8167,98.3,52.27,36,100,5.41,CN,1712414189
474,cagsiay,14.2167,121.75,79.54,85,40,13.6,PH,1712414190
475,chernomorskoye,45.5039,32.6997,54.88,69,100,10.83,UA,1712414192
476,mananjary,-21.2167,48.3333,77.74,84,0,6.78,MG,1712414193
477,mana,5.6592,-53.7767,85.17,63,100,11.12,GF,1712414194
478,tabuk,17.4189,121.4443,77.59,75,90,7.25,PH,1712414195
479,fomboni,-12.28,43.7425,85.26,79,65,9.48,KM,1712414197
480,calama,-22.4667,-68.9333,66.69,26,0,11.5,CL,1712414200
481,nuuk,64.1835,-51.7216,29.01,69,100,19.57,GL,1712414100
482,alofi,-19.0595,-169.9187,76.89,94,90,4.61,NU,1712414202
483,nikolayevsk-on-amure,53.1406,140.73,32.22,93,100,5.01,RU,1712414119
484,mwanza,-2.5167,32.9,71.65,88,75,3.44,TZ,1712413999
485,akobo,7.4344,3.9497,89.15,74,40,6.91,NG,1712414205
486,aasiaat,68.7098,-52.8699,19.36,68,100,4.07,GL,1712414207
487,moquegua,-17.1956,-70.9353,71.1,67,100,4.9,PE,1712414110
488,carnarvon,-24.8667,113.6333,75.69,65,69,19.66,AU,1712414209
489,kerema,-7.9631,145.7785,79.57,88,99,4.76,PG,1712414211
490,termoli,41.9888,14.9895,75.78,70,14,5.84,IT,1712414212
491,bubaque,11.2833,-15.8333,76.57,70,33,9.1,GW,1712414213
492,calabozo,8.9242,-67.4293,94.1,36,100,10.8,VE,1712414214
493,peterhof,59.8833,29.9,39.0,99,100,5.23,RU,1712414215
494,santa maria da vitoria,-13.3947,-44.1886,74.37,94,100,1.16,BR,1712414217
495,mocimboa,-11.3167,40.35,81.41,87,96,6.26,MZ,1712414219
496,kangiwa,12.5521,3.8187,105.93,18,100,3.02,NG,1712414221
497,saint-francois,46.4154,3.9054,77.68,37,0,11.5,FR,1712414222
498,arkhara,49.4212,130.0842,39.76,41,100,7.0,RU,1712414223
499,tamiahua,21.2667,-97.45,75.92,82,100,11.72,MX,1712414224
500,ridder,50.355,83.5133,40.05,66,47,5.7,KZ,1712414167
501,talakan,50.3167,130.3667,30.63,64,100,6.98,RU,1712414226
502,san antonio de pale,-1.4014,5.6325,84.42,75,83,6.78,GQ,1712414227
503,cabo san lucas,22.8909,-109.9124,71.51,57,100,1.01,MX,1712414228
504,puerto deseado,-47.7503,-65.8938,63.86,44,99,35.08,AR,1712414229
505,hilo,19.7297,-155.09,70.29,88,75,12.66,US,1712414044
506,farafangana,-22.8167,47.8333,77.59,87,3,8.46,MG,1712414231
507,pirai do sul,-24.5261,-49.9486,74.19,60,53,6.51,BR,1712414232
508,coronel dorrego,-38.7187,-61.2873,83.44,20,0,18.48,AR,1712414233
509,kourou,5.1552,-52.6478,87.85,64,100,9.53,GF,1712414234
510,poyang,28.9924,116.6675,59.23,90,100,3.53,CN,1712414236
511,zholymbet,51.7433,71.7122,46.18,84,4,8.3,KZ,1712414237
512,tarinkot,32.6268,65.8733,69.22,22,42,5.77,AF,1712414238
513,yeniseysk,58.4497,92.1703,37.94,100,100,1.99,RU,1712413997
514,kartuzy,54.3342,18.1974,63.61,63,20,19.57,PL,1712414241
515,oroqen zizhiqi,50.5667,123.7167,23.14,48,2,9.08,CN,1712414242
516,bodo,67.28,14.405,35.78,45,20,2.3,NO,1712414243
517,gagliano del capo,39.8442,18.3695,72.25,52,91,5.75,IT,1712414244
518,fuglafjordur,62.244,-6.814,36.07,98,100,41.61,FO,1712414245
519,zeya,53.75,127.2667,15.49,61,96,9.26,RU,1712413996
520,monteagudo,-19.8167,-63.9833,79.41,62,80,7.54,BO,1712414247
521,hargeysa,9.56,44.065,81.75,49,90,13.62,SO,1712414248
522,lagoa,39.05,-27.9833,58.12,71,100,25.46,PT,1712414249
523,mandalay,21.9747,96.0836,95.56,21,10,3.96,MM,1712414250
524,bogandinskiy,56.8937,65.8938,32.27,63,2,9.19,RU,1712414252
525,nadym,65.5333,72.5167,16.97,77,41,19.46,RU,1712414253
526,chipinge,-20.1883,32.6236,74.84,65,50,8.01,ZW,1712413970
527,ryotsu-minato,38.0833,138.4333,50.11,67,89,1.23,JP,1712414255
528,polyarnyy,69.1989,33.4478,23.54,83,100,7.7,RU,1712414256
529,ngama,11.7833,17.1667,105.48,14,99,6.42,TD,1712414258
530,yaren,-0.5472,166.916,82.35,80,27,13.6,NR,1712414259
531,saint john,45.2727,-66.0677,42.03,81,100,14.97,CA,1712414164
532,madinat ash shamal,26.1293,51.2009,78.75,44,0,6.44,QA,1712414261
533,coquimbo,-29.9533,-71.3436,56.93,100,100,4.61,CL,1712414164
534,mount gambier,-37.8333,140.7667,59.99,79,100,7.76,AU,1712413979
535,ohafia-ifigh,5.6146,7.8119,86.9,61,99,2.33,NG,1712414265
536,visby,57.6409,18.296,45.03,93,100,8.05,SE,1712414266
537,tolanaro,-25.0319,46.9987,82.47,74,0,11.5,MG,1712414268
538,bumba,2.1833,22.4667,74.77,93,100,3.47,CD,1712414269
539,kruisfontein,-34.0033,24.7314,58.89,91,100,17.11,ZA,1712414270
540,sao joao da barra,-21.6403,-41.0511,82.49,68,0,6.67,BR,1712414271
541,dubbo,-32.25,148.6167,64.53,88,100,5.75,AU,1712414273
542,praia da vitoria,38.7333,-27.0667,66.45,48,20,14.74,PT,1712414274
543,maintirano,-18.0667,44.0167,84.56,71,3,13.78,MG,1712414275
544,champerico,14.3,-91.9167,84.74,62,0,9.6,GT,1712414276
545,fort mcmurray,56.7268,-111.381,31.59,100,100,6.91,CA,1712414217
546,paphos,34.7667,32.4167,72.23,73,20,10.36,CY,1712414278
547,sechura,-5.5569,-80.8222,77.56,65,100,11.92,PE,1712414280
548,kismayo,-0.3582,42.5454,85.8,69,88,10.92,SO,1712414281
549,senador guiomard,-10.1522,-67.7392,85.75,96,98,2.48,BR,1712414282
550,igrim,63.1906,64.4162,15.21,90,21,3.76,RU,1712414283
551,crane,31.3974,-102.3501,69.78,18,2,22.84,US,1712414285
552,lagoa santa,-19.6272,-43.8897,81.57,60,20,3.44,BR,1712414286
553,rongelap,11.1635,166.8941,81.0,77,67,18.84,MH,1712414287
554,arkhangel'sk,64.5401,40.5433,25.12,93,100,13.42,RU,1712414288
555,cuito,-12.3833,16.9333,73.33,67,88,4.05,AO,1712414289
556,nabire,-3.3667,135.4833,77.29,95,100,2.66,ID,1712414291
557,tangalle,6.024,80.7911,82.56,80,61,4.21,LK,1712414292
558,afaahiti,-17.75,-149.2833,78.06,81,94,7.96,PF,1712414293
559,al kharijah,25.4514,30.5464,85.32,10,0,18.84,EG,1712414294
560,curvelo,-18.7564,-44.4308,85.23,48,0,4.18,BR,1712414297
561,chiredzi,-21.05,31.6667,82.38,56,89,12.88,ZW,1712414299
562,talcahuano,-36.7167,-73.1167,56.88,72,75,5.75,CL,1712414018
563,huayin,34.5675,110.0921,62.44,55,100,6.6,CN,1712414301
564,santa cruz,-17.8,-63.1667,85.46,65,40,11.5,BO,1712414103
565,fisterra,42.9049,-9.2629,61.75,84,96,19.86,ES,1712414304
566,kuala tungkal,-0.8167,103.4667,80.22,88,100,3.2,ID,1712414305
567,bovalino,38.149,16.174,73.29,43,89,2.51,IT,1712414306
568,shimoda,34.6667,138.95,56.1,90,100,7.07,JP,1712414309
569,nizhneangarsk,55.7833,109.55,10.0,83,18,7.0,RU,1712414310
570,solnechnyy,50.7214,136.6319,37.02,94,100,1.92,RU,1712414313
571,oxelosund,58.6706,17.1015,41.38,93,75,3.44,SE,1712414314
572,walvis bay,-22.9575,14.5053,76.15,50,0,20.71,NA,1712414315
573,iquique,-20.2208,-70.1431,73.44,74,99,7.0,CL,1712414160
574,lakes,61.6071,-149.3086,29.62,91,100,4.61,US,1712414318
575,bayanhongor,46.7167,100.1167,34.16,51,41,3.96,MN,1712414319
576,keflavik,64.0049,-22.5624,33.71,51,0,14.97,IS,1712414320
577,as sulayyil,20.4607,45.5779,93.45,22,5,12.39,SA,1712414322
578,sanming,26.2486,117.6186,65.37,99,100,2.35,CN,1712414323
579,shantipur,23.25,88.4667,89.04,53,93,8.48,IN,1712414324
580,guatire,10.4762,-66.5427,91.69,45,100,3.2,VE,1712414326
581,severnoye,56.3491,78.3619,48.97,89,51,5.99,RU,1712414327
582,harper,4.375,-7.7169,87.04,66,86,7.52,LR,1712414328
583,lorengau,-2.0226,147.2712,81.73,79,88,7.18,PG,1712414330
584,ambala,30.3783,76.7808,78.85,11,0,8.23,IN,1712414331
585,orchard homes,46.8633,-114.0484,37.6,95,100,1.01,US,1712414332
586,kilju,40.9642,129.3278,52.16,50,3,5.3,KP,1712414333
587,archangelos,36.2149,28.1149,73.18,36,0,16.55,GR,1712414334
